,Title,Published_date,Views,Likes,Comments,Month,ID
66,PUBG: Funny & WTF Moments Ep. 575,2020-07-27T17:00:16Z,622964,10703,202,Jul,_S5e_2UakNA
67,PUBG: Funny & WTF Moments Ep. 574,2020-07-24T17:00:08Z,259244,7121,170,Jul,ShWO9HKrDIE
68,PUBG: Funny & WTF Moments Ep. 573,2020-07-21T18:12:28Z,237942,5611,75,Jul,RBNDI6caeoI
69,PUBG: Funny & WTF Moments Ep. 572,2020-07-19T17:00:14Z,185330,5595,119,Jul,zeLaBeA9C_0
70,PUBG: Funny & WTF Moments Ep. 571,2020-07-15T17:00:18Z,542572,13971,190,Jul,xz8htFZaBKY
71,PUBG: Funny & WTF Moments Ep. 570,2020-07-13T17:00:04Z,123313,4127,137,Jul,NkGHEXpggOA
72,PUBG: Funny & WTF Moments Ep. 569,2020-07-10T17:00:18Z,517473,10917,168,Jul,zcxAE2x5aXM
73,PUBG: Funny & WTF Moments Ep. 568,2020-07-08T17:00:00Z,142429,4074,134,Jul,-mdoHsbEUIQ
74,PUBG: Funny & WTF Moments Ep. 567,2020-07-06T07:00:07Z,264335,6488,124,Jul,g9t3q3C3umM
75,PUBG: Funny & WTF Moments Ep. 566,2020-07-02T17:00:02Z,213066,5802,138,Jul,auDZjermKqk
76,PUBG: Funny & WTF Moments Ep. 565,2020-06-28T17:00:17Z,201985,5409,95,Jun,YXyp_ZiPcnA
77,PUBG: Funny & WTF Moments Ep. 564,2020-06-26T18:00:06Z,382298,7469,118,Jun,H06ryR2JHio
78,PUBG: Funny & WTF Moments Ep. 563,2020-06-23T17:00:08Z,314255,6888,141,Jun,UK_1iuX8Fis
79,PUBG: Funny & WTF Moments Ep. 562,2020-06-20T17:00:07Z,201900,5066,131,Jun,BO1IkquRWTs
80,PUBG: Funny & WTF Moments Ep. 561,2020-06-17T18:00:05Z,168309,4200,98,Jun,KpLpoDQcOdQ
81,PUBG: Funny & WTF Moments Ep.560,2020-06-14T17:00:19Z,160332,3993,114,Jun,dAz5rkAUbzE
82,PUBG: Funny & WTF Moments Ep. 559,2020-06-12T17:00:07Z,118577,3242,164,Jun,M3pirvlEUE4
83,PUBG: Funny & WTF Moments Ep. 558,2020-06-11T05:00:02Z,131947,4111,106,Jun,Gwdqy9WTv40
84,PUBG: Funny & WTF Moments Ep. 557,2020-06-07T17:00:00Z,155529,3997,99,Jun,-Rg78LgTcPg
85,PUBG: Funny & WTF Moments Ep. 556,2020-06-05T17:00:29Z,211176,5074,93,Jun,vs_159CmeGw
